SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,CALIDAD_ALC,CALIDAD_CONDUC,CALIDAD_SDT_ra,CALIDAD_SDT_salin,CALIDAD_FLUO,CALIDAD_DUR,CALIDAD_COLI_FEC,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
1,POZO RPT-16 AUTOPISTA PEÑON-TEXCOCO,AGUAS DEL VALLE DE MEXICO,MEXICO,TEXCOCO,TEXCOCO,POZO,-98.94932,19.48943,Media,Buena para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO RFC-3 CAMINO _OP_NORTE LOS REYES-ECATEPEC,AGUAS DEL VALLE DE MEXICO,MEXICO,TULTITLAN,CUAUTITLAN-PACHUCA,POZO,-99.16265,19.631455,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI
3,POZO RFC-15-BIS CAM_OP_NORTE LOS REYES,AGUAS DEL VALLE DE MEXICO,MEXICO,TULTEPEC,CUAUTITLAN-PACHUCA,POZO,-99.1204,19.6658,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO RT-28-BIS PUEBLO DE TEOLOYUCAN,AGUAS DEL VALLE DE MEXICO,MEXICO,TEOLOYUCAN,CUAUTITLAN-PACHUCA,POZO,-99.1851,19.7652,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO RT-31 PUEBLO DE TEOLOYUCAN,AGUAS DEL VALLE DE MEXICO,MEXICO,COYOTEPEC,CUAUTITLAN-PACHUCA,POZO,-99.19142,19.77982,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO RTIZ-3 CARR.FED.MEXICO-PACHUCA KM. 50+000,AGUAS DEL VALLE DE MEXICO,HIDALGO,TIZAYUCA,CUAUTITLAN-PACHUCA,POZO,-98.97644,19.81857,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,SAN ANDRES METLA,AGUAS DEL VALLE DE MEXICO,MEXICO,COCOTITLAN,CHALCO-AMECAMECA,POZO,-98.83974,19.22227,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO SAN MATEO TEZOQUIAPA (MIRAFLORES),AGUAS DEL VALLE DE MEXICO,MEXICO,CHALCO,CHALCO-AMECAMECA,POZO,-98.81591,19.22688,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,SAPAC SECTOR NO. 4 CHAMILPA UNIVERSIDAD,BALSAS,MORELOS,CUERNAVACA,CUERNAVACA,POZO,-99.24037,18.98108,Baja,Excelente para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,PLANCHUELAS,BALSAS,MORELOS,EMILIANO ZAPATA,CUERNAVACA,POZO,-99.17501,18.83821,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Aceptable,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO LAS MORAS,BALSAS,MORELOS,JIUTEPEC,CUERNAVACA,POZO,-99.16624,18.86836,Media,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO NO. 3 DE TETELCINGO (REFRIGERACION DE CUAUTLA),BALSAS,MORELOS,CUAUTLA,CUAUTLA-YAUTEPEC,POZO,-98.92501,18.86758,Media,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,BONANZA,BALSAS,MORELOS,JOJUTLA,ZACATEPEC,POZO,-99.20771,18.60531,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,TETECALITA-CHICONCUAC,BALSAS,MORELOS,EMILIANO ZAPATA,CUERNAVACA,POZO,-99.18458,18.77216,Media,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,EL TERRERO (RIEGO AGRICOLA),BALSAS,MORELOS,MIACATLAN,ZACATEPEC,POZO,-99.37027,18.76767,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO LA ALBORADA (CAMPESTRE ASTURIANO),BALSAS,MEXICO,TEPETLIXPA,CUAUTLA-YAUTEPEC,POZO,-98.86337,18.96856,Media,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO TLAXIACO,BALSAS,OAXACA,HEROICA CIUDAD DE TLAXIACO,JUXTLAHUACA,POZO,-97.66029,17.24958,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
1,POZO N°6 TAMAZULAPAN,BALSAS,OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO,TAMAZULAPAN,POZO,-97.54652,17.66765,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Baja,,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO HUAJUAPAN,BALSAS,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,HUAJUAPAN DE LEON,POZO,-97.77236,17.80557,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
1,POZO SAN AGUSTIN ATENANGO,BALSAS,OAXACA,SAN AGUSTIN ATENANGO,MARISCALA,POZO,-97.96749,17.61476,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO MARISCALA DE JUAREZ,BALSAS,OAXACA,MARISCALA DE JUAREZ,MARISCALA,POZO,-98.14664,17.85734,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO CALIHUALA (BALSAS),BALSAS,OAXACA,CALIHUALA,TLAPA-HUAMUXTITLAN,POZO,-98.2704,17.53781,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO CUALIATL,BALSAS,MORELOS,TEPOZTLAN,CUAUTLA-YAUTEPEC,POZO NORIA,-99.09035,18.982331,Media,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
3,POZO MIRADOR,BALSAS,MORELOS,YAUTEPEC,CUAUTLA-YAUTEPEC,POZO,-98.969544,18.913047,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO EL ZARCO DE YAUTEPEC,BALSAS,MORELOS,YAUTEPEC,CUAUTLA-YAUTEPEC,POZO,-99.07,18.919158,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 2 DE LA TOMA 3,BALSAS,MORELOS,YAUTEPEC,CUAUTLA-YAUTEPEC,POZO,-99.01,18.899089,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO NORIA SAN MARCOS ARTEAGA,BALSAS,OAXACA,SAN MARCOS ARTEAGA,HUAJUAPAN DE LEON,POZO NORIA,-97.859258,17.716749,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO NORIA TAMAZULA,BALSAS,OAXACA,TAMAZULAPAN,TAMAZULAPAN,POZO NORIA,-97.584348,17.689281,Alta,Permisible para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,NO,NO,SI,NO,SI,SI,SI,SI,NO,SI,SI,SI,SI
1,POZO TIPO NORIA ABAJO LAS CAMPANAS,BALSAS,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON,HUAJUAPAN DE LEON,POZO NORIA,-97.778111,17.812971,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO SAN AGUSTIN,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.32958,26.36715,Alta,Dudosa para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO LAS MARIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.05814,26.55391,Baja,Indeseable para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO 47 LAS PALMAS,CUENCAS CENTRALES DEL NORTE,DURANGO,MAPIMI,CEBALLOS,POZO,-104.18966,26.49838,Media,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Alta,Potable - Dura,Potable - Excelente,No apta como FAAP,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO RODEO,CUENCAS CENTRALES DEL NORTE,DURANGO,RODEO,NAZAS,POZO,-104.55594,25.18228,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO 1 NAZAS,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-104.11991,25.22352,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO BENITO JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-104.2005,25.19079,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO PASO NACIONAL,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-104.02016,25.2657,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO LAZARO CARDENAS II,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-103.9979,25.29312,Alta,Dudosa para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,No apta como FAAP,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO 4983 EL VIDO (LA SOCIEDAD),CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,-103.9074,25.2521,Alta,Dudosa para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO 2 RANCHO LAS HABAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.8946,25.75665,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Buena calidad,No apta como FAAP,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
1,POZO 1 RANCHO GRANDE,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87814,25.74547,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO VICENTE SUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VICENTE SUAREZ,POZO,-103.87056,25.72986,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 2 LOS SABINOS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.65114,25.47861,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 1022 CD. JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.62177,25.52502,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Contaminada,No apta como FAAP,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,SI,SI,SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI
1,POZO 1 CD. JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.59594,25.49591,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO LA TORREÑA (POZO TRANSPORTE),CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,-103.60639,25.61817,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO 5 RANCHO MI SUEÑO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.54249,25.51222,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 4101 SAN FERNANDO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,-103.53596,25.50964,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 14 SAN IGNACIO (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.538,25.59531,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO 32 PANCHO VILLA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.50867,25.56933,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Potable - Dura,Potable - Excelente,No apta como FAAP,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI
1,POZO 6 CASA DE LA CULTURA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.5023,25.5515,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 5 TRUJANO/URREA,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.501283,25.557981,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,No apta como FAAP,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO 7 LIBRES PICARDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,ORIENTE AGUANAVAL,POZO,-103.49377,25.32396,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO COL. VICTORIA (BOMBA 12 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.48221,25.53584,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,No apta como FAAP,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
